name,slot,cooltime,passive,aoe,icon_filename,used_on,level_progress_description,aoe_1,single_target_1,self_effect_1,chance_1,on_crit_1,on_death_1,random_1,quantity_1,all_1,self_hp_1,target_hp_1,damage_1,note_1,aoe_2,single_target_2,self_effect_2,chance_2,on_crit_2,on_death_2,random_2,quantity_2,all_2,self_hp_2,target_hp_2,damage_2,note_2,aoe_3,single_target_3,self_effect_3,chance_3,on_crit_3,on_death_3,random_3,quantity_3,all_3,self_hp_3,target_hp_3,damage_3,note_3,aoe_4,single_target_4,self_effect_4,chance_4,on_crit_4,on_death_4,random_4,quantity_4,all_4,self_hp_4,target_hp_4,damage_4,note_4,aoe_5,single_target_5,self_effect_5,chance_5,on_crit_5,on_death_5,random_5,quantity_5,all_5,self_hp_5,target_hp_5,damage_5,note_5,id_1,url_1,name_1,is_buff_1,type_1,id_2,url_2,name_2,is_buff_2,type_2,id_3,url_3,name_3,is_buff_3,type_3,id_4,url_4,name_4,is_buff_4,type_4,id_5,url_5,name_5,is_buff_5,type_5
God's Shield (Passive),3,0.0,True,False,skill_icon_0002_3_4.png,"[723, 722]",[],False,False,True,-1.0,False,False,False,-1.0,True,False,False,False,,True,False,False,-1.0,False,False,False,15.0,False,False,False,False,Passive,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,9.0,https://swarfarm.com/api/v2/skill-effects/9/,Immunity,True,Buff,4.0,https://swarfarm.com/api/v2/skill-effects/4/,Increase CRI Resist,True,Buff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ragnarok,3,6.0,False,True,skill_icon_0000_2_1.png,"[790, 789]","['Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Expose Weakness,1,0.0,False,False,skill_icon_0011_0_9.png,"[864, 865]","['Damage +5%', 'Damage +5%', 'Effect Rate +10%', 'Damage +10%', 'Effect Rate +15%']",False,True,False,50.0,False,False,False,2.0,False,False,False,False,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Expose Weakness,1,0.0,False,False,skill_icon_0011_9_8.png,"[867, 866]","['Damage +5%', 'Damage +5%', 'Effect Rate +10%', 'Damage +10%', 'Effect Rate +15%']",False,True,False,50.0,False,False,False,2.0,False,False,False,False,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Expose Weakness,1,0.0,False,False,skill_icon_0011_1_9.png,"[869, 868]","['Damage +5%', 'Damage +5%', 'Effect Rate +10%', 'Damage +10%', 'Effect Rate +15%']",False,True,False,50.0,False,False,False,2.0,False,False,False,False,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Expose Weakness,1,0.0,False,False,skill_icon_0011_2_9.png,"[871, 870]","['Damage +5%', 'Damage +5%', 'Effect Rate +10%', 'Damage +10%', 'Effect Rate +15%']",False,True,False,50.0,False,False,False,2.0,False,False,False,False,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Expose Weakness,1,0.0,False,False,skill_icon_0011_3_9.png,"[873, 872]","['Damage +5%', 'Damage +5%', 'Effect Rate +10%', 'Damage +10%', 'Effect Rate +15%']",False,True,False,50.0,False,False,False,2.0,False,False,False,False,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Death Verdict,2,4.0,False,False,skill_icon_0011_7_9.png,"[871, 870]","['Damage +10%', 'Effect Rate +10%', 'Damage +15%', 'Effect Rate +15%', 'Cooltime Turn -1']",False,True,False,75.0,False,False,False,2.0,False,False,False,False,,False,True,False,75.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,31.0,https://swarfarm.com/api/v2/skill-effects/31/,Brand,False,Debuff,30.0,https://swarfarm.com/api/v2/skill-effects/30/,Silence,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Death Verdict,2,4.0,False,False,skill_icon_0011_4_9.png,"[867, 866]","['Damage +10%', 'Effect Rate +10%', 'Damage +15%', 'Effect Rate +15%', 'Cooltime Turn -1']",False,True,False,75.0,False,False,False,2.0,False,False,False,False,,False,True,False,75.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,31.0,https://swarfarm.com/api/v2/skill-effects/31/,Brand,False,Debuff,30.0,https://swarfarm.com/api/v2/skill-effects/30/,Silence,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Death Verdict,2,4.0,False,False,skill_icon_0011_5_9.png,"[864, 865]","['Damage +10%', 'Effect Rate +10%', 'Damage +15%', 'Effect Rate +15%', 'Cooltime Turn -1']",False,True,False,75.0,False,False,False,2.0,False,False,False,False,,False,True,False,75.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,31.0,https://swarfarm.com/api/v2/skill-effects/31/,Brand,False,Debuff,30.0,https://swarfarm.com/api/v2/skill-effects/30/,Silence,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Deadly Seduction(Passive),3,0.0,True,False,skill_icon_0012_0_0.png,"[864, 865]",[],False,True,False,-1.0,False,False,False,-1.0,False,False,False,False,If enemy recover HP 7 times,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,38.0,https://swarfarm.com/api/v2/skill-effects/38/,Ignore DEF,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Blade Dance of the Reaper,3,6.0,False,False,skill_icon_0011_9_9.png,"[867, 866]","['Damage +10%', 'Damage +10%', 'Cooltime Turn -1', 'Cooltime Turn -1']",False,True,False,100.0,False,False,False,10.0,False,False,False,False,,False,False,True,-1.0,False,True,False,-1.0,False,False,False,False,Of this skill,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,43.0,https://swarfarm.com/api/v2/skill-effects/43/,Reduce Cooltime,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Shadow Assault,3,5.0,False,False,skill_icon_0012_1_0.png,"[869, 868]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,True,False,100.0,False,False,False,2.0,False,False,False,False,,False,True,False,-1.0,False,True,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,29.0,https://swarfarm.com/api/v2/skill-effects/29/,Disturb HP Recovery,False,Debuff,51.0,https://swarfarm.com/api/v2/skill-effects/51/,Additional Attack,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Silent Reaper,3,6.0,False,False,skill_icon_0012_2_0.png,"[871, 870]","['Damage +10%', 'Damage +10%', 'Cooltime Turn -1', 'Cooltime Turn -1']",False,True,False,100.0,False,False,False,2.0,False,False,False,False,,True,False,False,-1.0,False,True,False,2.0,False,False,False,False,If target dies,False,False,False,-1.0,False,False,False,1.0,False,False,False,False,1 turn of [Silent Reaper] per silenced enemy target,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,30.0,https://swarfarm.com/api/v2/skill-effects/30/,Silence,False,Debuff,30.0,https://swarfarm.com/api/v2/skill-effects/30/,Silence,False,Debuff,43.0,https://swarfarm.com/api/v2/skill-effects/43/,Reduce Cooltime,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Endless Death,3,5.0,False,False,skill_icon_0012_3_0.png,"[873, 872]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,False,True,-1.0,False,True,False,-1.0,False,False,False,False,If enemy dies,False,False,True,-1.0,False,True,False,-1.0,False,False,False,False,If enemy dies and this skill is on cooldown,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,39.0,https://swarfarm.com/api/v2/skill-effects/39/,Additional Turn,True,Neutral,43.0,https://swarfarm.com/api/v2/skill-effects/43/,Reduce Cooltime,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Capture Opportunity,2,5.0,False,False,skill_icon_0011_8_9.png,"[873, 872]","['Cooltime Turn -1', 'Cooltime Turn -1']",False,False,True,-1.0,False,False,False,2.0,False,False,False,False,,False,False,True,-1.0,False,False,False,2.0,False,False,False,False,,False,False,True,-1.0,False,False,False,-1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,1.0,https://swarfarm.com/api/v2/skill-effects/1/,Increase ATK,True,Buff,3.0,https://swarfarm.com/api/v2/skill-effects/3/,Increase CRI Rate,True,Buff,39.0,https://swarfarm.com/api/v2/skill-effects/39/,Additional Turn,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Capture Opportunity,2,5.0,False,False,skill_icon_0011_6_9.png,"[869, 868]","['Cooltime Turn -1', 'Cooltime Turn -1']",False,False,True,-1.0,False,False,False,2.0,False,False,False,False,,False,False,True,-1.0,False,False,False,2.0,False,False,False,False,,False,False,True,-1.0,False,False,False,-1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,1.0,https://swarfarm.com/api/v2/skill-effects/1/,Increase ATK,True,Buff,3.0,https://swarfarm.com/api/v2/skill-effects/3/,Increase CRI Rate,True,Buff,39.0,https://swarfarm.com/api/v2/skill-effects/39/,Additional Turn,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Preemptive Strike,1,0.0,False,False,skill_icon_0012_5_0.png,"[874, 875]","['Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +10%', 'Effect Rate +15%']",False,True,False,25.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,18.0,https://swarfarm.com/api/v2/skill-effects/18/,Glancing Hit,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Preemptive Strike,1,0.0,False,False,skill_icon_0012_4_0.png,"[876, 1869, 877]","['Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +10%', 'Effect Rate +15%']",False,True,False,25.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,18.0,https://swarfarm.com/api/v2/skill-effects/18/,Glancing Hit,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Preemptive Strike,1,0.0,False,False,skill_icon_0012_6_0.png,"[879, 878]","['Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +10%', 'Effect Rate +15%']",False,True,False,165.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,18.0,https://swarfarm.com/api/v2/skill-effects/18/,Glancing Hit,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Preemptive Strike,1,0.0,False,False,skill_icon_0012_7_0.png,"[880, 881]","['Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +10%', 'Effect Rate +15%']",False,True,False,25.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,18.0,https://swarfarm.com/api/v2/skill-effects/18/,Glancing Hit,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Preemptive Strike,1,0.0,False,False,skill_icon_0012_8_0.png,"[883, 882]","['Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +10%', 'Effect Rate +15%']",False,True,False,25.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,18.0,https://swarfarm.com/api/v2/skill-effects/18/,Glancing Hit,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cutting Magic,2,4.0,False,False,skill_icon_0012_0_1.png,"[874, 875]","['Damage +5%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,True,False,100.0,False,False,False,-1.0,True,False,False,False,,True,False,False,-1.0,False,False,False,20.0,False,False,False,False,If 2 or more buffs removed,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,37.0,https://swarfarm.com/api/v2/skill-effects/37/,Remove Buff,False,Neutral,17.0,https://swarfarm.com/api/v2/skill-effects/17/,Increase ATB,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cutting Magic,2,4.0,False,False,skill_icon_0012_9_0.png,"[876, 1869, 877]","['Damage +5%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,True,False,100.0,False,False,False,-1.0,True,False,False,False,,True,False,False,-1.0,False,False,False,20.0,False,False,False,False,If 2 or more buffs removed,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,37.0,https://swarfarm.com/api/v2/skill-effects/37/,Remove Buff,False,Neutral,17.0,https://swarfarm.com/api/v2/skill-effects/17/,Increase ATB,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cutting Magic,2,4.0,False,False,skill_icon_0012_3_1.png,"[883, 882]","['Damage +5%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",False,True,False,100.0,False,False,False,-1.0,True,False,False,False,,True,False,False,-1.0,False,False,False,20.0,False,False,False,False,If 2 or more buffs removed,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,37.0,https://swarfarm.com/api/v2/skill-effects/37/,Remove Buff,False,Neutral,17.0,https://swarfarm.com/api/v2/skill-effects/17/,Increase ATB,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Briefing,2,4.0,False,False,skill_icon_0012_1_1.png,"[879, 878]","['Cooltime Turn -1', 'Cooltime Turn -1']",False,True,False,-1.0,False,False,False,-1.0,True,False,False,False,,False,True,False,-1.0,False,False,False,-1.0,True,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,34.0,https://swarfarm.com/api/v2/skill-effects/34/,Cleanse,True,Neutral,17.0,https://swarfarm.com/api/v2/skill-effects/17/,Increase ATB,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Briefing,2,4.0,False,False,skill_icon_0012_2_1.png,"[880, 881]","['Cooltime Turn -1', 'Cooltime Turn -1']",False,True,False,-1.0,False,False,False,-1.0,True,False,False,False,,False,True,False,-1.0,False,False,False,-1.0,True,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,34.0,https://swarfarm.com/api/v2/skill-effects/34/,Cleanse,True,Neutral,17.0,https://swarfarm.com/api/v2/skill-effects/17/,Increase ATB,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Attack Command,3,6.0,False,True,skill_icon_0012_5_1.png,"[874, 875]","['Cooltime Turn -1', 'Cooltime Turn -1']",True,False,False,-1.0,False,False,False,-1.0,True,False,False,False,,False,True,False,-1.0,False,False,False,3.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,34.0,https://swarfarm.com/api/v2/skill-effects/34/,Cleanse,True,Neutral,56.0,https://swarfarm.com/api/v2/skill-effects/56/,Ally Attack,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Medical Support,3,6.0,False,True,skill_icon_0012_4_1.png,"[876, 1869, 877]","['Recovery +10%', 'Recovery +10%', 'Cooltime Turn -1', 'Cooltime Turn -1']",True,False,False,-1.0,False,False,False,30.0,False,True,False,False,,True,False,False,100.0,False,False,False,2.0,False,False,False,False,,True,False,False,-1.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,35.0,https://swarfarm.com/api/v2/skill-effects/35/,Heal,True,Neutral,2.0,https://swarfarm.com/api/v2/skill-effects/2/,Increase DEF,True,Buff,12.0,https://swarfarm.com/api/v2/skill-effects/12/,Shield,True,Buff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Lock Down,3,5.0,False,False,skill_icon_0012_6_1.png,"[879, 878]","['Damage +10%', 'Damage +10%', 'Cooltime Turn -1', 'Cooltime Turn -1']",False,True,False,100.0,False,False,False,25.0,False,False,False,False,,True,False,False,100.0,False,False,False,3.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,2.0,https://swarfarm.com/api/v2/skill-effects/2/,Increase DEF,True,Buff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Neostone Field,3,7.0,False,True,skill_icon_0012_7_1.png,"[880, 881]","['Cooltime Turn -1', 'Cooltime Turn -1', 'Cooltime Turn -1']",False,True,False,-1.0,False,False,False,2.0,False,False,False,False,,False,True,False,-1.0,False,False,False,2.0,False,False,False,False,,True,False,False,-1.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,9.0,https://swarfarm.com/api/v2/skill-effects/9/,Immunity,True,Buff,10.0,https://swarfarm.com/api/v2/skill-effects/10/,Invincible,True,Buff,12.0,https://swarfarm.com/api/v2/skill-effects/12/,Shield,True,Buff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Best Partner (Passive),3,0.0,True,False,skill_icon_0012_8_1.png,"[883, 882]",[],False,True,True,-1.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,56.0,https://swarfarm.com/api/v2/skill-effects/56/,Ally Attack,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Roundhouse Kick,1,0.0,False,False,skill_icon_0012_0_2.png,"[885, 884]","['Damage +5%', 'Effect Rate +5%', 'Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +10%', 'Effect Rate +10%']",False,True,False,35.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,28.0,https://swarfarm.com/api/v2/skill-effects/28/,Stun,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
