id,url,com2us_id,family_id,name,awaken_level,element,archetype,skill_ups_to_max,max_lvl_hp,max_lvl_attack,max_lvl_defense,speed,crit_rate,crit_damage,resistance,accuracy
1101,https://swarfarm.com/api/v2/monsters/1101/,60201,60200,Ancient Giant,0,Water,none,0.0,4935,439,549,75,15,50,30,0
1102,https://swarfarm.com/api/v2/monsters/1102/,60202,60200,Ancient Giant,0,Fire,none,0.0,4935,439,549,75,15,50,30,0
1103,https://swarfarm.com/api/v2/monsters/1103/,60203,60200,Ancient Giant,0,Wind,none,0.0,4935,439,549,75,15,50,30,0
1104,https://swarfarm.com/api/v2/monsters/1104/,60204,60200,Ancient Giant,0,Light,none,0.0,4935,439,549,75,15,50,30,0
1105,https://swarfarm.com/api/v2/monsters/1105/,60205,60200,Ancient Giant,0,Dark,none,0.0,4935,439,549,75,15,50,30,0
1106,https://swarfarm.com/api/v2/monsters/1106/,60301,60300,Legendary Dragon,0,Water,none,0.0,6585,439,439,100,15,50,30,0
1107,https://swarfarm.com/api/v2/monsters/1107/,60302,60300,Legendary Dragon,0,Fire,none,0.0,6585,439,439,100,15,50,30,0
1108,https://swarfarm.com/api/v2/monsters/1108/,60303,60300,Legendary Dragon,0,Wind,none,0.0,6585,439,439,100,15,50,30,0
1109,https://swarfarm.com/api/v2/monsters/1109/,60304,60300,Legendary Dragon,0,Light,none,0.0,6585,439,439,100,15,50,30,0
1110,https://swarfarm.com/api/v2/monsters/1110/,60305,60300,Legendary Dragon,0,Dark,none,0.0,6585,439,439,100,15,50,30,0
1111,https://swarfarm.com/api/v2/monsters/1111/,60401,60400,Angelmon,0,Water,none,0.0,6585,439,439,100,15,50,15,0
1112,https://swarfarm.com/api/v2/monsters/1112/,60501,60400,Angelmon,0,Water,none,0.0,6585,439,439,100,15,50,15,0
1113,https://swarfarm.com/api/v2/monsters/1113/,60601,60400,Angelmon,0,Water,none,0.0,6585,439,439,100,15,50,15,0
1114,https://swarfarm.com/api/v2/monsters/1114/,60701,60400,Angelmon,0,Water,none,0.0,6585,439,439,100,15,50,15,0
1115,https://swarfarm.com/api/v2/monsters/1115/,60402,60400,Angelmon,0,Fire,none,0.0,6585,439,439,100,15,50,15,0
1116,https://swarfarm.com/api/v2/monsters/1116/,60502,60400,Angelmon,0,Fire,none,0.0,6585,439,439,100,15,50,15,0
1117,https://swarfarm.com/api/v2/monsters/1117/,60602,60400,Angelmon,0,Fire,none,0.0,6585,439,439,100,15,50,15,0
1118,https://swarfarm.com/api/v2/monsters/1118/,60702,60400,Angelmon,0,Fire,none,0.0,6585,439,439,100,15,50,15,0
1119,https://swarfarm.com/api/v2/monsters/1119/,60403,60400,Angelmon,0,Wind,none,0.0,6585,439,439,100,15,50,15,0
1120,https://swarfarm.com/api/v2/monsters/1120/,60503,60400,Angelmon,0,Wind,none,0.0,6585,439,439,100,15,50,15,0
1121,https://swarfarm.com/api/v2/monsters/1121/,60603,60400,Angelmon,0,Wind,none,0.0,6585,439,439,100,15,50,15,0
1122,https://swarfarm.com/api/v2/monsters/1122/,60703,60400,Angelmon,0,Wind,none,0.0,6585,439,439,100,15,50,15,0
1123,https://swarfarm.com/api/v2/monsters/1123/,60404,60400,Angelmon,0,Light,none,0.0,6585,439,439,100,15,50,15,0
1124,https://swarfarm.com/api/v2/monsters/1124/,60504,60400,Angelmon,0,Light,none,0.0,6585,439,439,100,15,50,15,0
1125,https://swarfarm.com/api/v2/monsters/1125/,60604,60400,Angelmon,0,Light,none,0.0,6585,439,439,100,15,50,15,0
1126,https://swarfarm.com/api/v2/monsters/1126/,60704,60400,Angelmon,0,Light,none,0.0,6585,439,439,100,15,50,15,0
1127,https://swarfarm.com/api/v2/monsters/1127/,60405,60400,Angelmon,0,Dark,none,0.0,6585,439,439,100,15,50,15,0
1128,https://swarfarm.com/api/v2/monsters/1128/,60505,60400,Angelmon,0,Dark,none,0.0,6585,439,439,100,15,50,15,0
1129,https://swarfarm.com/api/v2/monsters/1129/,60605,60400,Angelmon,0,Dark,none,0.0,6585,439,439,100,15,50,15,0
1130,https://swarfarm.com/api/v2/monsters/1130/,60705,60400,Angelmon,0,Dark,none,0.0,6585,439,439,100,15,50,15,0
1131,https://swarfarm.com/api/v2/monsters/1131/,60804,60400,Rainbowmon,0,Light,none,0.0,6585,439,439,100,15,50,15,0
1132,https://swarfarm.com/api/v2/monsters/1132/,60904,60400,Rainbowmon,0,Light,none,0.0,6585,439,439,100,15,50,15,0
1133,https://swarfarm.com/api/v2/monsters/1133/,61004,60400,Rainbowmon,0,Light,none,0.0,6585,439,439,100,15,50,15,0
1134,https://swarfarm.com/api/v2/monsters/1134/,61104,60400,Rainbowmon,0,Light,none,0.0,6585,439,439,100,15,50,15,0
1135,https://swarfarm.com/api/v2/monsters/1135/,60805,60600,Devilmon,0,Dark,none,0.0,6585,439,439,100,15,50,15,0
1136,https://swarfarm.com/api/v2/monsters/1136/,60905,60600,Devilmon,0,Dark,none,0.0,6585,439,439,100,15,50,15,0
1137,https://swarfarm.com/api/v2/monsters/1137/,61005,60600,Devilmon,0,Dark,none,0.0,6585,439,439,100,15,50,15,0
1138,https://swarfarm.com/api/v2/monsters/1138/,61105,60600,Devilmon,0,Dark,none,0.0,6585,439,439,100,15,50,15,0
1139,https://swarfarm.com/api/v2/monsters/1139/,62004,62000,Keeper of Magic,0,Light,none,0.0,6585,384,494,95,30,50,15,0
1140,https://swarfarm.com/api/v2/monsters/1140/,62101,62100,Ancient Lich King,0,Water,none,0.0,6585,439,439,100,15,50,30,0
1141,https://swarfarm.com/api/v2/monsters/1141/,62102,62100,Ancient Lich King,0,Fire,none,0.0,6585,439,439,100,15,50,30,0
1142,https://swarfarm.com/api/v2/monsters/1142/,62103,62100,Ancient Lich King,0,Wind,none,0.0,6585,439,439,100,15,50,30,0
1143,https://swarfarm.com/api/v2/monsters/1143/,62104,62100,Ancient Lich King,0,Light,none,0.0,6585,439,439,100,15,50,30,0
1144,https://swarfarm.com/api/v2/monsters/1144/,62105,62100,Ancient Lich King,0,Dark,none,0.0,6585,439,439,100,15,50,30,0
1145,https://swarfarm.com/api/v2/monsters/1145/,110306,100000,Incarnation of Greed,0,Pure,none,0.0,6585,439,439,100,15,50,15,0
1146,https://swarfarm.com/api/v2/monsters/1146/,110406,100000,Incarnation of Vendetta,0,Pure,none,0.0,6585,439,439,100,15,50,15,0
1147,https://swarfarm.com/api/v2/monsters/1147/,110506,100000,Incarnation of Protection,0,Pure,none,0.0,6585,439,439,100,15,50,15,0
1148,https://swarfarm.com/api/v2/monsters/1148/,110606,100000,Incarnation of Greed,0,Pure,none,0.0,6585,439,439,100,15,50,15,0
1149,https://swarfarm.com/api/v2/monsters/1149/,110706,100000,Incarnation of Vendetta,0,Pure,none,0.0,6585,439,439,100,15,50,15,0
1150,https://swarfarm.com/api/v2/monsters/1150/,110806,100000,Incarnation of Protection,0,Pure,none,0.0,6585,439,439,100,15,50,15,0
1151,https://swarfarm.com/api/v2/monsters/1151/,110902,100000,Fire Minion,0,Fire,none,0.0,3300,220,220,100,30,50,15,30
1152,https://swarfarm.com/api/v2/monsters/1152/,310106,310100,Taotie,0,Pure,none,0.0,9225,812,549,101,15,50,15,0
1153,https://swarfarm.com/api/v2/monsters/1153/,310206,310200,Turtle,0,Pure,none,0.0,8565,417,659,94,15,50,15,0
1154,https://swarfarm.com/api/v2/monsters/1154/,310306,310300,Ice Beast,0,Pure,none,0.0,9885,703,615,105,15,50,15,0
1155,https://swarfarm.com/api/v2/monsters/1155/,21714,21700,Super Angelmon,1,Light,Material,0.0,165,11,11,0,0,0,0,0
1156,https://swarfarm.com/api/v2/monsters/1156/,21804,21800,Paladin,0,Light,HP,9.0,10875,593,659,101,15,50,15,0
1157,https://swarfarm.com/api/v2/monsters/1157/,16921,16900,Imperfect Samurai,0,Water,Attack,16.0,4440,329,274,102,15,50,15,0
1158,https://swarfarm.com/api/v2/monsters/1158/,21422,21400,Imperfect Harp Magician,0,Fire,Support,12.0,4770,263,307,97,15,50,15,0
1159,https://swarfarm.com/api/v2/monsters/1159/,21801,21800,Paladin,0,Water,HP,13.0,10875,637,615,101,15,50,15,0
1160,https://swarfarm.com/api/v2/monsters/1160/,21802,21800,Paladin,0,Fire,HP,10.0,11040,604,637,101,15,50,15,0
1161,https://swarfarm.com/api/v2/monsters/1161/,21803,21800,Paladin,0,Wind,Support,12.0,10710,582,681,101,15,50,15,0
1162,https://swarfarm.com/api/v2/monsters/1162/,21805,21800,Paladin,0,Dark,Defense,10.0,9885,604,714,101,15,50,15,0
1163,https://swarfarm.com/api/v2/monsters/1163/,21811,21800,Josephine,1,Water,HP,13.0,12345,659,659,102,15,50,15,0
1164,https://swarfarm.com/api/v2/monsters/1164/,21812,21800,Ophilia,1,Fire,HP,10.0,12510,637,670,102,15,50,15,0
1165,https://swarfarm.com/api/v2/monsters/1165/,21813,21800,Louise,1,Wind,Support,12.0,11700,593,769,102,15,50,15,0
1166,https://swarfarm.com/api/v2/monsters/1166/,21814,21800,Jeanne,1,Light,HP,9.0,12180,615,714,102,15,50,15,0
1167,https://swarfarm.com/api/v2/monsters/1167/,21815,21800,Leona,1,Dark,Defense,10.0,10710,626,801,102,15,50,15,0
1168,https://swarfarm.com/api/v2/monsters/1168/,12804,12800,Low Elemental,0,Light,Support,12.0,6420,659,395,100,15,50,15,0
1169,https://swarfarm.com/api/v2/monsters/1169/,21901,21900,Chakram Dancer,0,Water,Attack,10.0,8565,692,549,102,15,50,15,0
1170,https://swarfarm.com/api/v2/monsters/1170/,21902,21900,Chakram Dancer,0,Fire,Attack,10.0,8400,670,582,102,15,50,15,0
1171,https://swarfarm.com/api/v2/monsters/1171/,21903,21900,Chakram Dancer,0,Wind,Attack,11.0,8565,681,560,102,15,50,15,0
1172,https://swarfarm.com/api/v2/monsters/1172/,21904,21900,Chakram Dancer,0,Light,Attack,10.0,8730,648,582,102,15,50,15,0
1173,https://swarfarm.com/api/v2/monsters/1173/,21905,21900,Chakram Dancer,0,Dark,Attack,10.0,8400,703,549,102,15,50,15,0
1174,https://swarfarm.com/api/v2/monsters/1174/,21911,21900,Talia,1,Water,Attack,10.0,9225,780,582,103,15,50,15,0
1175,https://swarfarm.com/api/v2/monsters/1175/,21912,21900,Shaina,1,Fire,Attack,10.0,9390,747,604,103,15,50,15,0
1176,https://swarfarm.com/api/v2/monsters/1176/,21913,21900,Melissa,1,Wind,Attack,11.0,9060,769,604,103,15,50,15,0
1177,https://swarfarm.com/api/v2/monsters/1177/,21914,21900,Deva,1,Light,Attack,10.0,9555,725,615,103,15,50,15,0
1178,https://swarfarm.com/api/v2/monsters/1178/,21915,21900,Belita,1,Dark,Attack,10.0,8895,790,593,103,15,50,15,0
1179,https://swarfarm.com/api/v2/monsters/1179/,22001,22000,Boomerang Warrior,0,Water,Attack,11.0,8400,703,549,100,15,50,15,0
1180,https://swarfarm.com/api/v2/monsters/1180/,22002,22000,Boomerang Warrior,0,Fire,Attack,12.0,8730,670,560,100,15,50,15,0
1181,https://swarfarm.com/api/v2/monsters/1181/,22003,22000,Boomerang Warrior,0,Wind,Attack,11.0,8565,681,560,100,15,50,15,0
1182,https://swarfarm.com/api/v2/monsters/1182/,22004,22000,Boomerang Warrior,0,Light,Attack,11.0,8400,659,593,100,15,50,15,0
1183,https://swarfarm.com/api/v2/monsters/1183/,22005,22000,Boomerang Warrior,0,Dark,Attack,11.0,8235,703,560,100,15,50,15,0
1184,https://swarfarm.com/api/v2/monsters/1184/,22011,22000,Sabrina,1,Water,Attack,11.0,9060,780,593,101,15,50,15,0
1185,https://swarfarm.com/api/v2/monsters/1185/,22012,22000,Maruna,1,Fire,Attack,12.0,9225,747,615,101,15,50,15,0
1186,https://swarfarm.com/api/v2/monsters/1186/,22013,22000,Zenobia,1,Wind,Attack,11.0,9390,769,582,101,15,50,15,0
1187,https://swarfarm.com/api/v2/monsters/1187/,22014,22000,Bailey,1,Light,Attack,11.0,9060,758,615,101,15,50,15,0
1188,https://swarfarm.com/api/v2/monsters/1188/,22015,22000,Martina,1,Dark,Attack,11.0,8895,780,604,101,15,50,15,0
1189,https://swarfarm.com/api/v2/monsters/1189/,22101,22100,Dryad,0,Water,Support,13.0,9720,494,670,103,15,50,15,0
1190,https://swarfarm.com/api/v2/monsters/1190/,22102,22100,Dryad,0,Fire,Support,13.0,10380,505,615,103,15,50,15,0
1191,https://swarfarm.com/api/v2/monsters/1191/,22103,22100,Dryad,0,Wind,Support,9.0,9885,571,582,103,15,50,15,0
1192,https://swarfarm.com/api/v2/monsters/1192/,22104,22100,Dryad,0,Light,Support,12.0,10710,516,582,103,15,50,15,0
1193,https://swarfarm.com/api/v2/monsters/1193/,22105,22100,Dryad,0,Dark,Support,14.0,10050,571,571,103,15,50,15,0
1194,https://swarfarm.com/api/v2/monsters/1194/,22111,22100,Herne,1,Water,Support,13.0,10710,538,725,104,15,50,15,0
1195,https://swarfarm.com/api/v2/monsters/1195/,22112,22100,Nisha,1,Fire,Support,13.0,11370,549,670,104,15,50,15,0
1196,https://swarfarm.com/api/v2/monsters/1196/,22113,22100,Mellia,1,Wind,Support,9.0,10710,615,648,104,15,50,15,0
1197,https://swarfarm.com/api/v2/monsters/1197/,22114,22100,Felleria,1,Light,Support,12.0,11700,549,648,104,15,50,15,0
1198,https://swarfarm.com/api/v2/monsters/1198/,22115,22100,Hyanes,1,Dark,Support,14.0,11040,604,637,104,15,50,15,0
1199,https://swarfarm.com/api/v2/monsters/1199/,22201,22200,Druid,0,Water,Defense,13.0,9885,648,670,98,15,50,15,0
1200,https://swarfarm.com/api/v2/monsters/1200/,22202,22200,Druid,0,Fire,Defense,14.0,9720,659,670,98,15,50,15,0
1201,https://swarfarm.com/api/v2/monsters/1201/,22203,22200,Druid,0,Wind,Defense,11.0,9555,604,736,98,15,50,15,0
1202,https://swarfarm.com/api/v2/monsters/1202/,22204,22200,Druid,0,Light,HP,12.0,10545,670,604,98,15,50,15,0
1203,https://swarfarm.com/api/v2/monsters/1203/,22205,22200,Druid,0,Dark,HP,11.0,10875,648,604,98,15,50,15,0
1204,https://swarfarm.com/api/v2/monsters/1204/,22211,22200,Abellio,1,Water,Defense,13.0,10545,692,747,99,15,50,15,0
1205,https://swarfarm.com/api/v2/monsters/1205/,22212,22200,Bellenus,1,Fire,Defense,14.0,10215,703,758,99,15,50,15,0
1206,https://swarfarm.com/api/v2/monsters/1206/,22213,22200,Taranys,1,Wind,Defense,11.0,10215,626,834,99,15,50,15,0
1207,https://swarfarm.com/api/v2/monsters/1207/,22214,22200,Valantis,1,Light,HP,12.0,11535,703,670,99,15,50,15,0
1208,https://swarfarm.com/api/v2/monsters/1208/,22215,22200,Pater,1,Dark,HP,11.0,12015,681,659,99,15,50,15,0
1209,https://swarfarm.com/api/v2/monsters/1209/,22311,22300,Abellio,0,Water,Defense,13.0,10545,692,747,99,15,50,15,0
1210,https://swarfarm.com/api/v2/monsters/1210/,22312,22300,Bellenus,0,Fire,Defense,14.0,10215,703,758,99,15,50,15,0
1211,https://swarfarm.com/api/v2/monsters/1211/,22313,22300,Taranys,0,Wind,Defense,11.0,10215,626,834,99,15,50,15,0
1212,https://swarfarm.com/api/v2/monsters/1212/,22314,22300,Valantis,0,Light,HP,12.0,11535,703,670,99,15,50,15,0
1213,https://swarfarm.com/api/v2/monsters/1213/,22315,22300,Pater,0,Dark,HP,11.0,12015,681,659,99,15,50,15,0
1214,https://swarfarm.com/api/v2/monsters/1214/,46001,46000,Tartarus,0,Pure,none,0.0,6585,439,439,100,30,50,15,30
1215,https://swarfarm.com/api/v2/monsters/1215/,46101,46100,Leos,0,Water,none,0.0,6585,439,439,100,15,50,15,30
1216,https://swarfarm.com/api/v2/monsters/1216/,46102,46100,Kotos,0,Fire,none,0.0,6585,439,439,100,15,50,15,30
1217,https://swarfarm.com/api/v2/monsters/1217/,46103,46100,Guilles,0,Wind,none,0.0,6585,439,439,100,15,50,15,30
1218,https://swarfarm.com/api/v2/monsters/1218/,46301,46100,Leos,0,Water,none,0.0,6585,439,439,100,15,50,15,30
1219,https://swarfarm.com/api/v2/monsters/1219/,46302,46100,Kotos,0,Fire,none,0.0,6585,439,439,100,15,50,15,30
1220,https://swarfarm.com/api/v2/monsters/1220/,46303,46100,Guilles,0,Wind,none,0.0,6585,439,439,100,15,50,15,30
1221,https://swarfarm.com/api/v2/monsters/1221/,46304,46100,Leos,0,Water,none,0.0,6585,439,439,100,15,50,15,30
1222,https://swarfarm.com/api/v2/monsters/1222/,46305,46100,Kotos,0,Fire,none,0.0,6585,439,439,100,15,50,15,30
1223,https://swarfarm.com/api/v2/monsters/1223/,46306,46100,Guilles,0,Wind,none,0.0,6585,439,439,100,15,50,15,30
1224,https://swarfarm.com/api/v2/monsters/1224/,46307,46100,Leos,0,Water,none,0.0,6585,439,439,100,15,50,15,30
1225,https://swarfarm.com/api/v2/monsters/1225/,46308,46100,Kotos,0,Fire,none,0.0,6585,439,439,100,15,50,15,30
1226,https://swarfarm.com/api/v2/monsters/1226/,46309,46100,Guilles,0,Wind,none,0.0,6585,439,439,100,15,50,15,30
1227,https://swarfarm.com/api/v2/monsters/1227/,14722,14700,Imperfect Vampire,0,Fire,Attack,8.0,4605,340,242,98,15,50,15,0
1228,https://swarfarm.com/api/v2/monsters/1228/,19823,19800,Imperfect Magic Knight,0,Wind,HP,13.0,4935,296,263,89,15,50,15,0
1229,https://swarfarm.com/api/v2/monsters/1229/,22401,22400,Giant Warrior,0,Water,Defense,14.0,8400,461,626,95,15,50,15,0
1230,https://swarfarm.com/api/v2/monsters/1230/,22402,22400,Giant Warrior,0,Fire,Defense,14.0,8235,472,626,95,15,50,15,0
1231,https://swarfarm.com/api/v2/monsters/1231/,22403,22400,Giant Warrior,0,Wind,HP,10.0,10050,538,604,95,15,50,15,0
1232,https://swarfarm.com/api/v2/monsters/1232/,22404,22400,Giant Warrior,0,Light,Defense,14.0,8895,549,670,95,15,50,15,0
1233,https://swarfarm.com/api/v2/monsters/1233/,22405,22400,Giant Warrior,0,Dark,HP,10.0,10380,527,593,95,15,50,15,0
1234,https://swarfarm.com/api/v2/monsters/1234/,22411,22400,Bagir,1,Water,Defense,14.0,8895,483,736,111,15,50,15,0
1235,https://swarfarm.com/api/v2/monsters/1235/,22412,22400,Vidurr,1,Fire,Defense,14.0,9060,505,703,96,30,50,15,0
1236,https://swarfarm.com/api/v2/monsters/1236/,22413,22400,Skogul,1,Wind,HP,10.0,11205,560,670,96,15,50,40,0
1237,https://swarfarm.com/api/v2/monsters/1237/,22414,22400,Einheri,1,Light,Defense,14.0,9555,582,758,96,30,50,15,0
1238,https://swarfarm.com/api/v2/monsters/1238/,22415,22400,Trasar,1,Dark,HP,10.0,11700,549,648,96,15,50,40,0
1239,https://swarfarm.com/api/v2/monsters/1239/,22503,22500,Giant Warrior,0,Wind,HP,10.0,10050,538,604,95,15,50,15,0
1240,https://swarfarm.com/api/v2/monsters/1240/,22505,22500,Giant Warrior,0,Dark,HP,10.0,10380,527,593,95,15,50,15,0
1241,https://swarfarm.com/api/v2/monsters/1241/,22513,22500,Skogul,0,Wind,HP,10.0,11205,560,670,96,15,50,40,0
1242,https://swarfarm.com/api/v2/monsters/1242/,22515,22500,Trasar,0,Dark,HP,10.0,11700,549,648,96,15,50,40,0
1243,https://swarfarm.com/api/v2/monsters/1243/,22601,22600,Lightning Emperor,0,Water,HP,8.0,10710,692,571,101,15,50,15,0
1244,https://swarfarm.com/api/v2/monsters/1244/,22602,22600,Lightning Emperor,0,Fire,Attack,11.0,9720,703,626,101,15,50,15,0
1245,https://swarfarm.com/api/v2/monsters/1245/,22603,22600,Lightning Emperor,0,Wind,Attack,11.0,9390,659,692,101,15,50,15,0
1246,https://swarfarm.com/api/v2/monsters/1246/,22604,22600,Lightning Emperor,0,Light,HP,11.0,10380,648,637,101,15,50,15,0
1247,https://swarfarm.com/api/v2/monsters/1247/,22605,22600,Lightning Emperor,0,Dark,Attack,8.0,8895,747,637,101,15,50,15,0
1248,https://swarfarm.com/api/v2/monsters/1248/,22611,22600,Bolverk,1,Water,HP,8.0,12180,725,604,102,15,50,15,25
1249,https://swarfarm.com/api/v2/monsters/1249/,22612,22600,Baleygr,1,Fire,Attack,11.0,10215,790,670,102,30,50,15,0
1250,https://swarfarm.com/api/v2/monsters/1250/,22613,22600,Odin,1,Wind,Attack,11.0,10215,747,714,102,15,50,40,0
1251,https://swarfarm.com/api/v2/monsters/1251/,22614,22600,Geldnir,1,Light,HP,11.0,11700,692,670,102,15,50,40,0
1252,https://swarfarm.com/api/v2/monsters/1252/,22615,22600,Herteit,1,Dark,Attack,8.0,9555,845,659,102,15,50,15,25
1253,https://swarfarm.com/api/v2/monsters/1253/,22701,22700,Sniper Mk.I,0,Water,Attack,13.0,9060,659,549,96,15,50,15,0
1254,https://swarfarm.com/api/v2/monsters/1254/,22702,22700,Sniper Mk.I,0,Fire,Attack,9.0,8895,648,571,96,15,50,15,0
1255,https://swarfarm.com/api/v2/monsters/1255/,22703,22700,Sniper Mk.I,0,Wind,Attack,9.0,8730,626,604,96,15,50,15,0
1256,https://swarfarm.com/api/v2/monsters/1256/,22704,22700,Sniper Mk.I,0,Light,Attack,11.0,8730,670,560,96,15,50,15,0
1257,https://swarfarm.com/api/v2/monsters/1257/,22705,22700,Sniper Mk.I,0,Dark,Attack,9.0,8565,681,560,96,15,50,15,0
1258,https://swarfarm.com/api/v2/monsters/1258/,22711,22700,Covenant,1,Water,Attack,13.0,9390,780,571,97,30,50,15,0
1259,https://swarfarm.com/api/v2/monsters/1259/,22712,22700,Carcano,1,Fire,Attack,9.0,9225,758,604,112,15,50,15,0
1260,https://swarfarm.com/api/v2/monsters/1260/,22713,22700,Carbine,1,Wind,Attack,9.0,8895,747,637,112,15,50,15,0
1261,https://swarfarm.com/api/v2/monsters/1261/,22714,22700,Magnum,1,Light,Attack,11.0,9060,769,604,97,30,50,15,0
1262,https://swarfarm.com/api/v2/monsters/1262/,22715,22700,Dragunov,1,Dark,Attack,9.0,9060,790,582,97,30,50,15,0
1263,https://swarfarm.com/api/v2/monsters/1263/,22802,22800,Sniper Mk.I,0,Fire,Attack,9.0,8895,648,571,96,15,50,15,0
1264,https://swarfarm.com/api/v2/monsters/1264/,22803,22800,Sniper Mk.I,0,Wind,Attack,9.0,8730,626,604,96,15,50,15,0
1265,https://swarfarm.com/api/v2/monsters/1265/,22805,22800,Sniper Mk.I,0,Dark,Attack,9.0,8565,681,560,96,15,50,15,0
1266,https://swarfarm.com/api/v2/monsters/1266/,22812,22800,Carcano,0,Fire,Attack,9.0,9225,758,604,112,15,50,15,0
1267,https://swarfarm.com/api/v2/monsters/1267/,22813,22800,Carbine,0,Wind,Attack,9.0,8895,747,637,112,15,50,15,0
1268,https://swarfarm.com/api/v2/monsters/1268/,22815,22800,Dragunov,0,Dark,Attack,9.0,9060,790,582,97,30,50,15,0
1269,https://swarfarm.com/api/v2/monsters/1269/,22901,22900,Cannon Girl,0,Water,Attack,9.0,8730,637,593,102,15,50,15,0
1270,https://swarfarm.com/api/v2/monsters/1270/,22902,22900,Cannon Girl,0,Fire,Attack,9.0,8895,615,604,102,15,50,15,0
1271,https://swarfarm.com/api/v2/monsters/1271/,22903,22900,Cannon Girl,0,Wind,Attack,8.0,9555,692,648,102,15,50,15,0
1272,https://swarfarm.com/api/v2/monsters/1272/,22904,22900,Cannon Girl,0,Light,Attack,9.0,9060,626,582,102,15,50,15,0
1273,https://swarfarm.com/api/v2/monsters/1273/,22905,22900,Cannon Girl,0,Dark,Attack,8.0,9225,714,648,102,15,50,15,0
1274,https://swarfarm.com/api/v2/monsters/1274/,22911,22900,Abigail,1,Water,Attack,12.0,9225,736,626,103,15,50,15,0
1275,https://swarfarm.com/api/v2/monsters/1275/,22912,22900,Scarlett,1,Fire,Attack,13.0,9225,703,659,103,15,50,15,0
1276,https://swarfarm.com/api/v2/monsters/1276/,22913,22900,Christina,1,Wind,Attack,12.0,10050,790,681,103,15,50,15,0
1277,https://swarfarm.com/api/v2/monsters/1277/,22914,22900,Emily,1,Light,Attack,13.0,9720,725,604,103,15,50,15,0
1278,https://swarfarm.com/api/v2/monsters/1278/,22915,22900,Bella,1,Dark,Attack,12.0,9720,812,681,103,15,50,15,0
1279,https://swarfarm.com/api/v2/monsters/1279/,23005,23000,Vampire Lord,0,Dark,Attack,11.0,9555,747,593,98,15,50,15,0
1280,https://swarfarm.com/api/v2/monsters/1280/,23015,23000,Eirgar,1,Dark,Attack,11.0,10050,834,637,99,15,50,15,0
1281,https://swarfarm.com/api/v2/monsters/1281/,10131,10100,Elucia,2,Water,Support,5.0,10050,714,648,104,15,50,15,0
1282,https://swarfarm.com/api/v2/monsters/1282/,10132,10100,Iselia,2,Fire,Attack,5.0,9555,812,582,102,30,50,15,0
1283,https://swarfarm.com/api/v2/monsters/1283/,10133,10100,Aeilene,2,Wind,Support,4.0,9885,725,648,104,15,50,15,0
1284,https://swarfarm.com/api/v2/monsters/1284/,10134,10100,Neal,2,Light,Support,4.0,11040,714,582,101,15,50,15,0
1285,https://swarfarm.com/api/v2/monsters/1285/,10135,10100,Sorin,2,Dark,Attack,5.0,9225,790,626,102,15,50,15,0
1286,https://swarfarm.com/api/v2/monsters/1286/,10331,10300,Kacey,2,Water,Support,6.0,10545,703,626,111,15,50,15,0
1287,https://swarfarm.com/api/v2/monsters/1287/,10332,10300,Tatu,2,Fire,Attack,6.0,8730,823,626,111,15,50,15,0
1288,https://swarfarm.com/api/v2/monsters/1288/,10333,10300,Shannon,2,Wind,Support,5.0,10380,648,692,111,15,50,15,0
1289,https://swarfarm.com/api/v2/monsters/1289/,10334,10300,Cheryl,2,Light,Support,5.0,10710,659,659,111,15,50,15,0
1290,https://swarfarm.com/api/v2/monsters/1290/,10335,10300,Camaryn,2,Dark,Attack,6.0,9390,801,604,111,15,50,15,0
1291,https://swarfarm.com/api/v2/monsters/1291/,10731,10700,Dagora,2,Water,HP,4.0,12675,527,659,102,15,50,15,0
1292,https://swarfarm.com/api/v2/monsters/1292/,10732,10700,Ursha,2,Fire,HP,5.0,11850,637,604,102,15,50,15,0
1293,https://swarfarm.com/api/v2/monsters/1293/,10733,10700,Ramagos,2,Wind,HP,4.0,11535,549,714,102,15,50,15,0
1294,https://swarfarm.com/api/v2/monsters/1294/,10734,10700,Lusha,2,Light,HP,5.0,12510,428,769,102,15,50,15,0
1295,https://swarfarm.com/api/v2/monsters/1295/,10735,10700,Gorgo,2,Dark,HP,5.0,12180,527,692,102,15,50,15,0
1296,https://swarfarm.com/api/v2/monsters/1296/,11031,11000,Icaru,2,Water,Defense,4.0,9885,637,736,108,15,50,15,0
1297,https://swarfarm.com/api/v2/monsters/1297/,11032,11000,Raoq,2,Fire,Attack,5.0,9720,801,582,108,15,50,15,0
1298,https://swarfarm.com/api/v2/monsters/1298/,11033,11000,Ramahan,2,Wind,Defense,6.0,10050,549,812,108,15,50,15,0
1299,https://swarfarm.com/api/v2/monsters/1299/,11034,11000,Belladeon,2,Light,Defense,6.0,10710,571,747,108,15,50,15,0
1300,https://swarfarm.com/api/v2/monsters/1300/,11035,11000,Kro,2,Dark,Attack,6.0,9555,769,626,108,15,50,15,0
1301,https://swarfarm.com/api/v2/monsters/1301/,47001,47000,Ancient Guardian,0,Water,none,0.0,6585,439,439,100,15,50,15,30
1302,https://swarfarm.com/api/v2/monsters/1302/,47002,47000,Ancient Guardian,0,Wind,none,0.0,6585,439,439,100,15,50,15,30
1303,https://swarfarm.com/api/v2/monsters/1303/,23101,23100,Demon,0,Water,Attack,10.0,9885,736,582,103,15,50,15,0
