name,description,slot,cooltime,hits,passive,aoe,random,multiplier_formula,multiplier_formula_raw,scales_with,icon_filename,used_on,level_progress_description,other_skill,aoe_1,single_target_1,self_effect_1,chance_1,on_crit_1,on_death_1,random_1,quantity_1,all_1,self_hp_1,target_hp_1,damage_1,note_1,aoe_2,single_target_2,self_effect_2,chance_2,on_crit_2,on_death_2,random_2,quantity_2,all_2,self_hp_2,target_hp_2,damage_2,note_2,aoe_3,single_target_3,self_effect_3,chance_3,on_crit_3,on_death_3,random_3,quantity_3,all_3,self_hp_3,target_hp_3,damage_3,note_3,aoe_4,single_target_4,self_effect_4,chance_4,on_crit_4,on_death_4,random_4,quantity_4,all_4,self_hp_4,target_hp_4,damage_4,note_4,aoe_5,single_target_5,self_effect_5,chance_5,on_crit_5,on_death_5,random_5,quantity_5,all_5,self_hp_5,target_hp_5,damage_5,note_5,id_1,url_1,name_1,is_buff_1,type_1,id_2,url_2,name_2,is_buff_2,type_2,id_3,url_3,name_3,is_buff_3,type_3,id_4,url_4,name_4,is_buff_4,type_4,id_5,url_5,name_5,is_buff_5,type_5,upgrade_1,upgrade_2,upgrade_3,upgrade_4,upgrade_5,upgrade_6,upgrade_7,upgrade_8,upgrade_1_effect,upgrade_1_amount,upgrade_2_effect,upgrade_2_amount,upgrade_3_effect,upgrade_3_amount,upgrade_4_effect,upgrade_4_amount,upgrade_5_effect,upgrade_5_amount,upgrade_6_effect,upgrade_6_amount,upgrade_7_effect,upgrade_7_amount,upgrade_8_effect,upgrade_8_amount
Extraction,Attacks the enemy to set the enemy's Attack Bar to 0. Decreases the target's HP by up to 40% (up to 10% if it's a boss) in proportion to the reduced Attack Bar.,2,4.0,1,False,False,False,6*{ATK},"[[""ATK"", ""*"", 6]]",['ATK'],skill_icon_0028_4_1.png,"[1995, 2000]","['Damage +15%', 'Cooltime Turn -1']",0.0,False,True,False,-1.0,False,False,False,100.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,-1,-1,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Grinding,"Attacks all enemies 3 times with a giant whirlwind to reduce their Attack Bar by 25% each, and attacks them once more to stun them for 1 turn with a 30% chance. If the enemy's Attack Bar is 0, you are guaranteed to stun the target.",2,4.0,4,False,True,False,0.7*{ATK},"[[""ATK"", ""*"", 0.7]]",['ATK'],skill_icon_0028_4_2.png,"[1996, 2001]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",0.0,True,False,False,-1.0,False,False,False,25.0,False,False,False,False,,True,False,False,30.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,28.0,https://swarfarm.com/api/v2/skill-effects/28/,Stun,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,Damage +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1
Extraction,Attacks the enemy to set the enemy's Attack Bar to 0. Decreases the target's HP by up to 40% (up to 10% if it's a boss) in proportion to the reduced Attack Bar.,2,4.0,1,False,False,False,6*{ATK},"[[""ATK"", ""*"", 6]]",['ATK'],skill_icon_0028_4_3.png,"[1997, 2002]","['Damage +15%', 'Cooltime Turn -1']",0.0,False,True,False,-1.0,False,False,False,100.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,-1,-1,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Grinding,"Attacks all enemies 3 times with a giant whirlwind to reduce their Attack Bar by 25% each, and attacks them once more to stun them for 1 turn with a 30% chance. If the enemy's Attack Bar is 0, you are guaranteed to stun the target.",2,4.0,4,False,True,False,0.7*{ATK},"[[""ATK"", ""*"", 0.7]]",['ATK'],skill_icon_0028_4_4.png,"[1998, 2003]","['Damage +5%', 'Damage +5%', 'Damage +10%', 'Damage +10%', 'Cooltime Turn -1']",0.0,True,False,False,-1.0,False,False,False,25.0,False,False,False,False,,True,False,False,30.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,28.0,https://swarfarm.com/api/v2/skill-effects/28/,Stun,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,Damage +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,10,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1
Cold Brew (Passive),"Attacking the frozen enemy reduces the target's Attack Bar by 30% each. If you attack the frozen enemy on your turn, the damage dealt will be increased by 200%. [Automatic Effect]",3,0.0,0,True,False,False,,[],[],skill_icon_0028_4_5.png,"[1994, 1999]",[],0.0,False,True,False,-1.0,False,False,False,30.0,False,False,False,False,,False,False,False,-1.0,False,False,False,200.0,False,False,False,False,If you attack the frozen enemy on your turn,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,84.0,https://swarfarm.com/api/v2/skill-effects/84/,Increase Damage,True,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Roasting,"Attacks all enemies to grant Branding effect for 2 turns. In addition, grants the following effects for 2 turns each: Decrease Attack Power to the enemy with the highest Attack Power, Decrease Defense to the enemy with the highest Defense and Decrease Attack Speed to the enemy with the highest Attack Speed.",3,5.0,1,False,True,False,4.8*{ATK},"[[""ATK"", ""*"", 4.8]]",['ATK'],skill_icon_0028_4_6.png,"[1995, 2000]","['Damage +5%', 'Damage +10%', 'Damage +15%', 'Cooltime Turn -1']",0.0,True,False,False,-1.0,False,False,False,2.0,False,False,False,False,,False,True,False,-1.0,False,False,False,2.0,False,False,False,False,,False,True,False,-1.0,False,False,False,2.0,False,False,False,False,,False,True,False,-1.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,31.0,https://swarfarm.com/api/v2/skill-effects/31/,Brand,False,Debuff,19.0,https://swarfarm.com/api/v2/skill-effects/19/,Decrease ATK,False,Debuff,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,21.0,https://swarfarm.com/api/v2/skill-effects/21/,Decrease SPD,False,Debuff,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Caffeine (Passive),"You will be immune to Sleep, and grants one of the following effects for 2 turns when you gain a turn: Increase Attack Power, Increase Defense or Increase Attack Speed. [Automatic Effect]",3,0.0,1,True,False,False,,[],[],skill_icon_0028_4_7.png,"[1996, 2001]",[],0.0,False,False,True,-1.0,False,False,False,2.0,False,False,False,False,,False,False,True,-1.0,False,False,False,2.0,False,False,False,False,,False,False,True,-1.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,1.0,https://swarfarm.com/api/v2/skill-effects/1/,Increase ATK,True,Buff,2.0,https://swarfarm.com/api/v2/skill-effects/2/,Increase DEF,True,Buff,5.0,https://swarfarm.com/api/v2/skill-effects/5/,Increase SPD,True,Buff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ristretto,Attacks all enemies to decrease their Defense for 2 turns and increases their cooldown time by 1 turn each.,3,5.0,1,False,True,False,3.8*{ATK},"[[""ATK"", ""*"", 3.8]]",['ATK'],skill_icon_0028_4_8.png,"[1997, 2002]","['Damage +5%', 'Damage +10%', 'Damage +15%', 'Cooltime Turn -1']",0.0,True,False,False,-1.0,False,False,False,2.0,False,False,False,False,,True,False,False,-1.0,False,False,False,1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,20.0,https://swarfarm.com/api/v2/skill-effects/20/,Decrease DEF,False,Debuff,44.0,https://swarfarm.com/api/v2/skill-effects/44/,Increase Cooltime,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,Damage +{0}%,5,Damage +{0}%,10,Damage +{0}%,15,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1
Blending,Evens out the ratio of all enemies' HP and Attack Bar except the boss and then attacks them 3 times.,3,5.0,3,False,True,False,1.3*{ATK},"[[""ATK"", ""*"", 1.3]]",['ATK'],skill_icon_0028_4_9.png,"[1998, 2003]","['Damage +20%', 'Cooltime Turn -1']",0.0,False,False,False,-1.0,False,False,False,-1.0,False,False,False,False,,False,False,False,-1.0,False,False,False,-1.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,62.0,https://swarfarm.com/api/v2/skill-effects/62/,Redistribute HP,False,Neutral,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 20}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,-1,-1,Damage +{0}%,20,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Glorious Attack,Attacks the enemy to decrease the Attack Bar by 30% with a 50% chance.,1,0.0,1,False,False,False,3.7*{ATK},"[[""ATK"", ""*"", 3.7]]",['ATK'],skill_icon_0028_5_0.png,"[2004, 2009]","['Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +5%', 'Damage +10%', 'Effect Rate +10%', 'Damage +15%']",3443.0,False,True,False,30.0,False,False,False,30.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,Damage +{0}%,5,Effect Rate +{0}%,5,Effect Rate +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,15,-1,-1
Glorious Attack,Attacks the enemy to decrease the Attack Bar by 30% with a 50% chance.,1,0.0,1,False,False,False,3.7*{ATK},"[[""ATK"", ""*"", 3.7]]",['ATK'],skill_icon_0028_5_1.png,"[2005, 2010]","['Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +5%', 'Damage +10%', 'Effect Rate +10%', 'Damage +15%']",3444.0,False,True,False,30.0,False,False,False,30.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,Damage +{0}%,5,Effect Rate +{0}%,5,Effect Rate +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,15,-1,-1
Glorious Attack,Attacks the enemy to decrease the Attack Bar by 30% with a 50% chance.,1,0.0,1,False,False,False,3.7*{ATK},"[[""ATK"", ""*"", 3.7]]",['ATK'],skill_icon_0028_5_2.png,"[2006, 2011]","['Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +5%', 'Damage +10%', 'Effect Rate +10%', 'Damage +15%']",0.0,False,True,False,30.0,False,False,False,30.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,Damage +{0}%,5,Effect Rate +{0}%,5,Effect Rate +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,15,-1,-1
Glorious Attack,Attacks the enemy to decrease the Attack Bar by 30% with a 50% chance.,1,0.0,1,False,False,False,3.7*{ATK},"[[""ATK"", ""*"", 3.7]]",['ATK'],skill_icon_0028_5_3.png,"[2007, 2012]","['Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +5%', 'Damage +10%', 'Effect Rate +10%', 'Damage +15%']",3445.0,False,True,False,30.0,False,False,False,30.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,Damage +{0}%,5,Effect Rate +{0}%,5,Effect Rate +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,15,-1,-1
Glorious Attack,Attacks the enemy to decrease the Attack Bar by 30% with a 50% chance.,1,0.0,1,False,False,False,3.7*{ATK},"[[""ATK"", ""*"", 3.7]]",['ATK'],skill_icon_0028_5_4.png,"[2008, 2013]","['Damage +5%', 'Effect Rate +5%', 'Effect Rate +5%', 'Damage +5%', 'Damage +10%', 'Effect Rate +10%', 'Damage +15%']",0.0,False,True,False,30.0,False,False,False,30.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,33.0,https://swarfarm.com/api/v2/skill-effects/33/,Decrease ATB,False,Neutral,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Effect Rate +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 5}","{'effect': 'Damage +{0}%', 'amount': 10}","{'effect': 'Effect Rate +{0}%', 'amount': 10}","{'effect': 'Damage +{0}%', 'amount': 15}",-1,Damage +{0}%,5,Effect Rate +{0}%,5,Effect Rate +{0}%,5,Damage +{0}%,5,Damage +{0}%,10,Effect Rate +{0}%,10,Damage +{0}%,15,-1,-1
Commander's Honor,"Calls upon the Celestial Light. While under the Celestial Light, [Glorious Attack] will attack all enemies and you will be immune to inability effects. The Celestial Light gets dismissed when you take 50% of your MAX HP as damage in total.",2,5.0,1,False,False,False,,[],[],skill_icon_0028_5_5.png,"[2004, 2009]","['Cooltime Turn -1', 'Cooltime Turn -1']",0.0,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Cooltime Turn -{0}', 'amount': 1}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,-1,-1,Cooltime Turn -{0},1,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Commander's Honor,"Calls upon the Celestial Light. While under the Celestial Light, [Glorious Attack] will attack all enemies and you will be immune to inability effects. The Celestial Light gets dismissed when you take 50% of your MAX HP as damage in total.",2,5.0,1,False,False,False,,[],[],skill_icon_0028_5_6.png,"[2005, 2010]","['Cooltime Turn -1', 'Cooltime Turn -1']",0.0,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Cooltime Turn -{0}', 'amount': 1}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,-1,-1,Cooltime Turn -{0},1,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Commander's Strike,"Attacks the enemy 2 times, stunning the enemy for 1 turn and disturbing the HP recovery for 2 turns with a 70% chance each. This attack will deal more damage according to your MAX HP.",2,4.0,2,False,False,False,1.1*{ATK} + 0.14*{MAX HP},"[[""ATK"", ""*"", 1.1], [""+""], [""ATTACK_TOT_HP"", ""*"", 0.14]]","['ATK', 'MAX HP']",skill_icon_0028_5_7.png,"[2006, 2011]","['Damage +20%', 'Cooltime Turn -1']",0.0,False,True,False,-1.0,False,False,False,1.0,False,False,False,False,,False,True,False,-1.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,28.0,https://swarfarm.com/api/v2/skill-effects/28/,Stun,False,Debuff,29.0,https://swarfarm.com/api/v2/skill-effects/29/,Disturb HP Recovery,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 20}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,-1,-1,Damage +{0}%,20,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Commander's Honor,"Calls upon the Celestial Light. While under the Celestial Light, [Glorious Attack] will attack all enemies and you will be immune to inability effects. The Celestial Light gets dismissed when you take 50% of your MAX HP as damage in total.",2,5.0,1,False,False,False,,[],[],skill_icon_0028_5_8.png,"[2007, 2012]","['Cooltime Turn -1', 'Cooltime Turn -1']",0.0,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Cooltime Turn -{0}', 'amount': 1}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,-1,-1,Cooltime Turn -{0},1,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Commander's Strike,"Attacks the enemy 2 times, stunning the enemy for 1 turn and disturbing the HP recovery for 2 turns with a 70% chance each. This attack will deal more damage according to your MAX HP.",2,4.0,2,False,False,False,1.1*{ATK} + 0.14*{MAX HP},"[[""ATK"", ""*"", 1.1], [""+""], [""ATTACK_TOT_HP"", ""*"", 0.14]]","['ATK', 'MAX HP']",skill_icon_0028_5_9.png,"[2008, 2013]","['Damage +20%', 'Cooltime Turn -1']",0.0,False,True,False,-1.0,False,False,False,1.0,False,False,False,False,,False,True,False,-1.0,False,False,False,2.0,False,False,False,False,,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,28.0,https://swarfarm.com/api/v2/skill-effects/28/,Stun,False,Debuff,29.0,https://swarfarm.com/api/v2/skill-effects/29/,Disturb HP Recovery,False,Debuff,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"{'effect': 'Damage +{0}%', 'amount': 20}","{'effect': 'Cooltime Turn -{0}', 'amount': 1}",-1,-1,-1,-1,-1,-1,Damage +{0}%,20,Cooltime Turn -{0},1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
